X,Y
1730,-53.7966
1731,-50.973
1732,-46.667
1733,-48.6388
1734,-49.8634
1735,-47.5992
1736,-44.3401
1737,-48.9326
1738,-49.6509
1739,-53.9623
1740,-50.5681
1741,-46.3929
1742,-46.6487
1743,-50.7509
1744,-49.5952
1745,-47.7108
1746,-51.9708
1747,-53.6844
1748,-49.0651
1749,-47.4312
1750,-51.2665
1751,-48.666
1752,-47.6643
1753,-44.407
1754,-41.7307
1755,-38.4087
1756,-40.9601
1757,-41.4701
1758,-43.8016
1759,-43.2212
1760,-43.9353
1761,-45.7435
1762,-46.878
1763,-42.6438
1764,-40.035
1765,-38.0652
1766,-38.453
1767,-35.7583
1768,-32.8794
1769,-33.1503
1770,-32.7015
1771,-31.6332
1772,-28.7173
1773,-31.6674
1774,-29.3009
1775,-27.0562
1776,-30.2986
1777,-27.6441
1778,-22.862
1779,-19.5704
1780,-21.8075
1781,-21.274
1782,-17.8474
1783,-15.7104
1784,-20.1279
1785,-19.0831
1786,-17.4039
1787,-15.2503
1788,-11.2895
1789,-13.5218
1790,-13.376
1791,-15.926
1792,-18.51
1793,-16.6286
1794,-13.2
1795,-8.29985
1796,-5.00686
1797,-1.98415
1798,-0.043416
1799,-3.61741
1800,-6.89415
1801,-11.2845
1802,-13.7072
1803,-11.0287
1804,-11.3693
1805,-6.77119
1806,-6.64994
1807,-4.89901
1808,-8.8315
1809,-5.39069
1810,-4.48773
1811,-7.35742
1812,-2.80454
1813,1.09306
1814,-0.229296
1815,-3.91177
1816,-1.39263
1817,-4.81056
1818,-3.77826
1819,-6.42416
1820,-2.91697
1821,-3.41515
1822,-5.27567
1823,-3.18112
1824,-0.551938
1825,2.11289
1826,-0.41406
1827,3.42812
1828,8.02046
1829,5.10741
1830,9.95891
1831,13.026
1832,14.9735
1833,19.7844
1834,20.0166
1835,23.4887
1836,26.2027
1837,21.7424
1838,19.1308
1839,21.8418
1840,21.0788
1841,20.8192
1842,23.375
1843,26.7363
1844,31.4556
1845,26.6474
1846,29.238
1847,29.8964
1848,31.2762
1849,34.5422
1850,33.7639
1851,31.5329
1852,31.8918
1853,27.3048
1854,25.6406
1855,23.2499
1856,21.6335
1857,19.1552
1858,18.9878
1859,14.3357
1860,12.5512
1861,12.0864
1862,14.685
1863,16.2678
1864,13.6846
1865,12.5496
1866,13.679
1867,17.8752
1868,14.0024
1869,17.697
1870,14.2456
1871,14.7281
1872,10.1141
1873,9.4176
1874,14.1
1875,14.1557
1876,17.7023
1877,13.7299
1878,9.57277
1879,13.8535
1880,15.674
1881,11.6901
1882,10.6878
1883,14.0294
1884,10.4092
1885,15.3259
1886,18.9341
1887,14.685
1888,18.3275
1889,20.4163
1890,22.7383
1891,23.5752
1892,26.9553
1893,26.8318
1894,27.3636
1895,29.521
1896,27.7221
1897,28.9857
1898,27.2002
1899,23.6077
1900,28.1795
1901,23.6412
1902,23.1088
1903,24.3269
1904,27.9064
1905,23.5524
1906,27.9194
1907,31.203
1908,28.8581
1909,24.6051
1910,20.8172
1911,20.382
1912,21.8744
1913,25.8824
1914,30.1324
1915,32.0669
1916,30.2074
1917,29.5486
1918,25.6959
1919,24.0335
1920,21.9173
1921,24.0506
1922,24.6509
1923,25.1015
1924,29.8514
1925,25.8079
1926,21.7539
1927,25.6582
1928,26.1285
1929,28.1675
1930,29.0652
1931,31.083
1932,35.6422
1933,40.1388
1934,41.4411
1935,39.7354
1936,37.3984
1937,33.9696
1938,36.5606
1939,35.6327
1940,37.8966
1941,40.159
1942,37.8461
1943,36.758
1944,34.5502
1945,37.5552
1946,34.7447
1947,38.3343
1948,33.6609
1949,32.4656
1950,30.2138
1951,30.8488
1952,35.561
1953,39.779
1954,35.8646
1955,34.1846
1956,32.3686
1957,34.0631
1958,38.2124
1959,34.2641
1960,30.8805
1961,27.0941
1962,29.6948
1963,24.7611
1964,24.2195
1965,22.3739
1966,18.6737
1967,20.8605
1968,20.8605
1969,23.2154
1970,23.1276
1971,18.3394
1972,21.7739
1973,22.7889
1974,27.2469
1975,25.6094
1976,24.4557
1977,28.0406
1978,24.5143
1979,20.7144
1980,19.3337
1981,17.3256
1982,12.8141
1983,15.6582
1984,16.4342
1985,17.7422
1986,12.9952
1987,14.845
1988,11.159
1989,8.43969
1990,10.9999
1991,6.3439
1992,9.27967
1993,12.1351
1994,15.1
1995,12.778
1996,10.8122
1997,10.8621
1998,12.3245
1999,10.7835
2000,10.9046
2001,13.1925
2002,12.99
2003,14.9183
2004,10.3038
2005,13.2464
2006,11.0035
2007,12.8889
2008,17.7601
2009,14.8911
2010,17.2753
2011,15.7789
2012,12.8037
2013,9.30613
2014,13.1165
2015,10.9801
2016,7.2325
2017,11.9641
2018,8.99085
2019,9.43674
2020,8.3288
2021,4.0524
2022,0.0884763
2023,-4.63371
2024,-4.35274
2025,-4.34649
2026,-0.272612
2027,-3.99134
2028,-5.42438
2029,-4.69171
2030,-2.03211
2031,2.56235
2032,0.498947
2033,5.45579
2034,5.32749
2035,4.18033
2036,3.77636
2037,2.78508
2038,-1.49951
2039,2.22901
2040,-1.89441
2041,-6.33662
2042,-1.87649
2043,-3.08852
2044,-2.72844
2045,-0.994214
2046,-0.526847
2047,-4.05067
2048,-3.60559
2049,-3.94563
2050,-6.62648
2051,-5.04099
2052,-8.81887
2053,-7.64991
2054,-9.9956
2055,-7.84655
2056,-8.82697
2057,-12.4316
2058,-11.2666
2059,-15.5177
2060,-11.085
2061,-7.92359
2062,-6.33982
2063,-11.2007
2064,-12.2759
2065,-9.7201
2066,-5.92845
2067,-6.36348
2068,-8.39185
2069,-12.137
2070,-15.5239
2071,-10.9883
2072,-10.6292
2073,-12.1674
2074,-16.0469
2075,-13.9725
2076,-17.021
2077,-15.9825
2078,-19.9622
2079,-16.0744
2080,-13.0468
2081,-12.7184
2082,-9.00033
2083,-7.90009
2084,-5.51353
2085,-4.35889
2086,-8.32711
2087,-5.96576
2088,-9.1524
2089,-5.43629
2090,-7.02444
2091,-8.56204
2092,-8.14712
2093,-5.74883
2094,-9.48809
2095,-13.2663
2096,-14.8436
2097,-12.1582
2098,-10.0767
2099,-6.88687
2100,-1.95004
2101,-1.55619
2102,-5.70628
2103,-7.52913
2104,-6.27638
2105,-5.48426
2106,-4.82803
2107,-9.71498
2108,-10.6902
2109,-5.72621
2110,-1.81689
2111,2.32079
2112,3.6703
2113,5.55545
2114,4.56667
2115,1.72021
2116,0.699988
2117,5.58249
2118,10.4282
2119,5.67588
2120,9.32587
2121,5.13623
2122,5.67265
2123,7.29577
2124,4.17456
2125,3.67949
2126,4.77695
2127,3.47117
2128,5.9586
2129,1.98502
2130,0.30779
2131,-4.12012
2132,-6.27007
2133,-3.21898
2134,0.173363
2135,-0.102303
2136,-1.88206
2137,1.23752
2138,4.57481
2139,0.811424
2140,5.61636
2141,1.79798
2142,-2.97311
2143,-3.17435
2144,1.11965
2145,-0.436519
2146,-2.36009
2147,-4.3761
2148,-5.45182
2149,-2.43317
2150,1.18098
2151,-1.49607
2152,0.519651
2153,1.43192
2154,1.64569
2155,-0.174673
2156,-0.287813
2157,3.09952
2158,-1.85311
2159,-1.46293
2160,-6.17041
2161,-8.85469
2162,-10.4586
2163,-6.49544
2164,-10.0169
2165,-14.6287
2166,-10.1616
2167,-12.415
2168,-14.2206
2169,-19.1781
2170,-15.3667
2171,-11.4631
2172,-11.0935
2173,-7.19139
2174,-3.53667
2175,-0.382092
2176,-0.344417
2177,2.96787
2178,1.20624
2179,5.27724
2180,6.80808
2181,7.58699
2182,10.7591
2183,11.6429
2184,11.677
2185,10.2598
2186,10.4041
2187,5.78247
2188,9.3777
2189,13.328
2190,17.5794
2191,19.5329
2192,23.1528
2193,18.5092
2194,21.1699
2195,23.7572
2196,25.8061
2197,23.8876
2198,23.4881
2199,26.5799
2200,25.801
2201,22.2359
2202,20.5553
2203,16.8989
2204,21.7862
2205,17.0231
2206,20.0004
2207,18.4894
2208,16.1771
2209,17.8124
2210,21.7451
2211,20.2135
2212,19.884
2213,23.4928
2214,25.696
2215,29.8379
2216,25.1696
2217,26.6358
2218,24.899
2219,20.1848
2220,23.7601
2221,19.919
2222,22.3278
2223,23.7524
2224,25.1217
2225,28.0029
2226,28.8722
2227,25.504
2228,25.3576
2229,24.3883
2230,21.0637
2231,16.0866
2232,18.913
2233,15.4593
2234,13.6208
2235,10.9581
2236,12.0763
2237,8.87806
2238,11.6334
2239,7.25115
2240,7.36988
2241,9.91626
2242,7.82881
2243,8.15711
2244,13.105
2245,9.00053
2246,5.45334
2247,10.3965
2248,5.68107
2249,4.28534
2250,1.81404
2251,5.30088
2252,1.66459
2253,4.29518
2254,4.46066
2255,1.12514
2256,4.9434
2257,7.49968
2258,9.54551
2259,11.3797
2260,12.5396
2261,14.8999
2262,14.1137
2263,16.5097
2264,12.774
2265,16.5278
2266,15.2094
2267,18.629
2268,19.704
2269,18.8869
2270,16.4066
2271,18.8178
2272,23.6982
2273,27.2976
2274,24.5037
2275,24.9288
2276,27.3819
2277,24.6281
2278,23.0021
2279,25.3193
2280,29.0254
2281,24.164
2282,26.649
2283,29.3402
2284,33.872
2285,31.789
2286,28.3322
2287,25.3369
2288,22.0374
2289,19.0224
2290,23.5591
2291,25.2523
2292,29.6671
2293,32.0399
2294,31.0368
2295,30.9275
2296,31.1051
2297,30.3833
2298,32.9999
2299,36.9176
2300,35.4564
2301,35.1594
2302,38.3604
2303,36.3898
2304,36.182
2305,32.1378
2306,33.288
2307,31.8875
2308,31.6357
2309,27.4397
2310,23.6904
2311,26.5275
2312,23.7296
2313,24.5876
2314,28.9973
2315,27.8374
2316,29.238
2317,31.7112
2318,33.6091
2319,32.2038
2320,35.091
2321,37.1665
2322,37.7337
2323,37.4197
2324,37.0828
2325,39.3147
2326,41.6971
2327,41.5051
2328,43.5018
2329,41.0051
2330,42.3728
2331,46.0444
2332,43.2092
2333,44.4897
2334,39.5067
2335,42.6202
2336,47.3691
2337,44.758
2338,43.0091
2339,46.7706
2340,48.3055
2341,48.6676
2342,53.4856
2343,57.4031
2344,52.6615
2345,48.0892
2346,49.0696
2347,47.5875
2348,48.5371
2349,49.2045
2350,52.9064
2351,53.2683
2352,51.9907
2353,48.9462
2354,52.587
2355,54.2747
2356,49.8868
2357,49.182
2358,49.3043
2359,51.6021
2360,47.7244
2361,46.2442
2362,43.6755
2363,39.4413
2364,40.988
2365,44.5531
2366,43.6812
2367,47.9053
2368,48.5255
2369,53.3498
2370,53.2167
2371,49.6086
2372,47.2136
2373,43.9834
2374,44.035
2375,45.2123
2376,46.759
2377,47.2385
2378,44.5763
2379,45.6163
2380,42.4707
2381,38.1681
2382,36.3337
2383,35.8693
2384,34.4748
2385,35.0787
2386,34.6418
2387,31.7791
2388,27.5367
2389,30.8443
2390,26.7872
2391,23.5508
2392,28.277
2393,24.6624
2394,29.5556
2395,31.667
2396,30.2931
2397,34.1072
2398,30.6551
2399,32.1919
2400,34.057
2401,34.0015
2402,36.9498
2403,38.5469
2404,37.8221
2405,40.3236
2406,40.7849
2407,43.139
2408,42.9113
2409,47.8474
2410,46.3701
2411,45.1301
2412,47.3036
2413,44.6379
2414,42.0916
2415,46.9087
2416,47.5289
2417,42.9387
2418,42.9061
2419,43.3319
2420,42.5831
2421,40.2934
2422,36.8137
2423,32.8906
2424,35.6145
2425,36.6577
2426,40.9999
2427,44.7662
2428,40.6666
2429,42.8186
2430,44.1464
2431,49.1312
2432,45.075
2433,42.9993
2434,45.2064
2435,49.2893
2436,48.8591
2437,44.2297
2438,41.2521
2439,43.3789
2440,39.4372
2441,37.6496
2442,41.4298
2443,44.4425
2444,46.3755
2445,48.398
2446,45.5732
2447,49.6561
2448,53.4887
2449,48.9412
2450,52.0859
2451,56.7572
2452,60.9165
2453,56.8533
2454,60.7635
2455,60.4748
2456,64.4333
2457,62.5065
2458,63.5907
2459,63.3023
2460,59.5001
2461,62.7507
2462,60.196
2463,57.9373
2464,58.5356
2465,56.9692
2466,52.0934
2467,53.5903
2468,52.8058
2469,52.5429
2470,49.8584
2471,47.3419
2472,47.9503
2473,46.1789
2474,44.2654
2475,46.0403
2476,49.3538
2477,50.6424
2478,49.8079
2479,53.9192
2480,57.3962
2481,61.1111
2482,57.5481
2483,62.058
2484,64.6223
2485,59.9248
2486,55.7629
2487,52.8265
2488,49.2336
2489,46.4635
2490,43.0895
2491,39.8886
2492,36.2543
2493,34.5934
2494,35.2251
2495,36.8574
2496,36.2049
2497,40.4745
2498,43.3781
2499,41.9565
2500,41.8657
2501,46.4072
2502,46.0272
2503,42.323
2504,47.2374
2505,44.5294
2506,44.4609
2507,44.3661
2508,44.2902
2509,47.1787
2510,44.1086
2511,42.7935
2512,40.63
2513,44.2834
2514,43.2133
2515,47.8209
2516,49.3703
2517,46.2297
2518,48.8223
2519,48.9993
2520,48.4862
2521,51.1841
2522,51.0982
2523,49.993
2524,52.1018
2525,55.384
2526,50.5361
2527,53.9214
2528,50.824
2529,51.8577
2530,54.2603
2531,51.7557
2532,48.236
2533,45.5972
2534,46.3546
2535,50.3442
2536,49.522
2537,46.8924
2538,46.8981
2539,50.3883
2540,55.349
2541,55.5263
2542,51.6676
2543,49.1719
2544,47.1771
2545,46.0972
2546,48.3741
2547,45.867
2548,42.7302
2549,39.9982
2550,35.1369
2551,38.9165
2552,36.2147
2553,35.1556
2554,30.6753
2555,26.8027
2556,28.1665
2557,28.2228
2558,29.0684
2559,29.4683
2560,29.8015
2561,31.2764
2562,31.5385
2563,36.2623
2564,40.5034
2565,44.0645
2566,43.9981
2567,47.6009
2568,45.6394
2569,48.5128
2570,44.2761
2571,42.8552
2572,38.7384
2573,35.8141
2574,31.6961
2575,30.8559
2576,34.531
2577,37.4029
2578,36.3509
2579,39.2079
2580,36.291
2581,35.1962
2582,34.4078
2583,30.9169
2584,28.7159
2585,26.9943
2586,22.2336
2587,21.1834
2588,22.9782
2589,23.0071
2590,22.3082
2591,24.7824
2592,20.0974
2593,15.3772
2594,14.6159
2595,17.2516
2596,13.2137
2597,13.6833
2598,13.7831
2599,10.7981
2600,7.75501
2601,5.89548
2602,6.93786
2603,10.1391
2604,14.2072
2605,19.1564
2606,17.4537
2607,13.5515
2608,10.0364
2609,8.53664
2610,7.08505
2611,8.84668
2612,7.82418
2613,9.07171
2614,6.22428
2615,8.32025
2616,10.4463
2617,7.83068
2618,4.21515
2619,4.21418
2620,8.93785
2621,5.35906
2622,4.44393
2623,2.66705
2624,-1.43507
2625,-5.40643
2626,-4.85571
2627,-3.74861
2628,-5.29673
2629,-7.86074
2630,-11.7296
2631,-15.2552
2632,-19.6731
2633,-19.2355
2634,-14.5163
2635,-14.1606
2636,-10.9387
2637,-10.0581
2638,-14.5316
2639,-15.3606
2640,-16.5516
2641,-14.2454
2642,-13.5271
2643,-12.846
2644,-16.7774
2645,-17.2284
2646,-15.9452
2647,-12.3775
2648,-9.8327
2649,-9.11647
2650,-13.6754
2651,-9.08631
2652,-7.69951
2653,-8.23211
2654,-3.76972
2655,-1.46255
2656,-5.89729
2657,-4.4652
2658,-3.95638
2659,-1.30971
2660,-3.20282
2661,-0.985772
2662,-4.01852
2663,-8.4272
2664,-9.73708
2665,-6.59295
2666,-8.97871
2667,-7.89655
2668,-6.74042
2669,-4.21385
2670,-4.52028
2671,-7.15491
2672,-4.80886
2673,-3.87665
2674,-3.20256
2675,0.857701
2676,0.846144
2677,5.19043
2678,9.56373
2679,10.7748
2680,7.89076
2681,6.76204
2682,10.2477
2683,10.3703
2684,7.55838
2685,10.1819
2686,6.60903
2687,2.03221
2688,3.11291
2689,4.0904
2690,8.96926
2691,8.92447
2692,7.34194
2693,8.70287
2694,10.2701
2695,11.7917
2696,12.6838
2697,12.4064
2698,13.6856
2699,12.4025
2700,13.3481
2701,9.30587
2702,11.7883
2703,13.3624
2704,10.3967
2705,14.3251
2706,15.4802
2707,17.6955
2708,16.2598
2709,14.9162
2710,17.1454
2711,19.4469
2712,16.8692
2713,17.7625
2714,16.9767
2715,20.7063
2716,16.079
2717,18.6684
2718,18.6764
2719,22.769
2720,18.8201
2721,21.5773
2722,25.2606
2723,23.7019
2724,20.6335
2725,17.4586
2726,19.1654
2727,15.3455
2728,16.1378
2729,15.6602
2730,19.2721
2731,20.4531
2732,18.3867
2733,16.4642
2734,11.9089
2735,9.95048
2736,9.27241
2737,11.1694
2738,9.07023
2739,10.4899
2740,8.99076
2741,10.5109
2742,9.41969
2743,5.06931
2744,5.44355
2745,1.08299
2746,5.91257
2747,8.47117
2748,9.10691
2749,13.792
2750,14.596
2751,11.9768
2752,7.89104
2753,5.52834
2754,2.83266
2755,-2.07047
2756,0.311359
2757,1.03378
2758,0.880436
2759,5.43629
2760,2.00228
2761,-0.916356
2762,-2.7798
2763,-0.362033
2764,-0.260241
2765,0.00903293
2766,-4.87075
2767,-1.01822
2768,-2.08738
2769,-4.4287
2770,-6.21167
2771,-4.62515
2772,-2.16399
2773,2.2487
2774,4.07137
2775,0.520866
2776,5.47367
2777,4.09055
2778,6.54448
2779,6.04049
2780,10.0303
2781,9.34851
2782,13.3916
2783,15.7683
2784,17.235
2785,15.8721
2786,16.6171
2787,20.9719
2788,18.7375
2789,16.3322
2790,14.7137
2791,16.6965
2792,20.2272
2793,17.103
2794,12.6607
2795,11.3673
2796,11.2876
2797,9.89369
2798,12.6215
2799,15.6011
2800,12.7213
2801,13.2022
2802,18.1503
2803,16.0562
2804,15.4796
2805,15.8767
2806,17.1847
2807,18.997
2808,22.1392
2809,25.7959
2810,26.1669
2811,24.6854
2812,21.5174
2813,22.5694
2814,19.0005
2815,20.9404
2816,23.7789
2817,23.439
2818,24.9733
2819,27.2254
2820,24.1254
2821,28.5019
2822,30.5894
2823,30.2443
2824,33.6632
2825,36.0148
2826,40.9304
2827,38.9024
2828,39.7138
2829,41.0066
2830,40.9633
2831,40.0368
2832,41.0536
2833,40.6615
2834,38.7617
2835,37.7636
2836,42.2081
2837,38.8158
2838,40.1564
2839,41.0348
2840,37.5452
2841,38.7528
2842,37.7871
2843,41.4686
2844,36.993
2845,40.8907
2846,42.3788
2847,46.4898
2848,50.7701
2849,48.7773
2850,50.7825
2851,54.8687
2852,49.8832
2853,54.4819
2854,57.8772
2855,57.1738
2856,57.2367
2857,53.0983
2858,52.7522
2859,47.8592
2860,44.3284
2861,46.9986
2862,49.5776
2863,45.2312
2864,47.7146
2865,47.4897
2866,49.3457
2867,49.8293
2868,53.7585
2869,55.6655
2870,52.6653
2871,52.5135
2872,51.9551
2873,48.301
2874,49.2904
2875,54.1356
2876,50.7294
2877,47.7097
2878,52.0056
2879,50.9404
2880,50.3537
2881,45.8252
2882,41.295
2883,38.5638
2884,39.644
2885,38.7736
2886,37.3053
2887,40.7471
2888,39.4524
2889,34.7353
2890,33.7094
2891,35.8697
2892,37.7496
2893,37.7508
2894,36.4569
2895,40.2742
2896,41.6519
2897,38.0453
2898,41.2767
2899,40.9454
2900,43.4614
2901,39.1028
2902,39.2023
2903,37.6368
2904,33.8973
2905,34.6044
2906,37.5111
2907,36.3667
2908,34.5197
2909,29.6364
2910,28.0584
2911,31.045
2912,32.849
2913,28.1737
2914,28.2058
2915,31.5421
2916,33.3093
2917,32.9206
2918,37.6776
2919,35.0958
2920,39.0804
2921,35.7981
2922,36.7261
2923,33.2338
2924,30.3011
2925,31.8293
2926,33.209
2927,36.0866
2928,33.8448
2929,35.4953
2930,35.4527
2931,34.1224
2932,33.7346
2933,35.8759
2934,31.3433
2935,27.429
2936,30.2044
2937,30.9501
2938,25.952
2939,23.2594
2940,27.0393
2941,29.2651
2942,33.2027
2943,34.6072
2944,31.6802
2945,32.6249
2946,36.8134
2947,36.0853
2948,33.7419
2949,32.9749
2950,33.5722
2951,36.7606
2952,36.1672
2953,31.2247
2954,27.1288
2955,22.5408
2956,25.3896
2957,26.8111
2958,30.3494
2959,27.3399
2960,25.8155
2961,28.4034
2962,28.5284
2963,27.218
2964,23.697
2965,22.5367
2966,26.7356
2967,28.9795
2968,27.0739
2969,23.7882
2970,27.3365
2971,29.172
2972,26.6037
2973,25.7792
2974,25.5816
2975,26.7182
2976,25.4936
2977,22.1267
2978,20.7654
2979,24.1658
2980,28.1049
2981,26.8483
2982,30.5576
2983,29.4317
2984,33.1722
2985,28.8703
2986,30.4248
2987,26.3321
2988,22.871
2989,25.3001
2990,21.9058
2991,23.9939
2992,28.1936
2993,27.5624
2994,25.5649
2995,25.7957
2996,22.6612
2997,26.2407
2998,30.7839
2999,26.3209
3000,27.4607
3001,25.7531
3002,27.9006
3003,27.7439
3004,29.8443
3005,34.523
3006,33.9882
3007,29.1066
3008,33.6085
3009,29.9551
3010,27.3783
3011,26.0444
3012,23.5133
3013,19.5802
3014,23.5733
3015,20.2503
3016,23.4218
3017,25.6708
3018,30.448
3019,26.4355
3020,23.174
3021,20.595
3022,19.6916
3023,21.83
3024,21.8156
3025,19.8497
3026,18.3839
3027,17.0239
3028,18.9948
3029,15.361
3030,19.2831
3031,15.6416
3032,11.6122
3033,9.14971
3034,4.90192
3035,4.5114
3036,1.58071
3037,4.00458
3038,-0.373926
3039,1.96668
3040,3.05633
3041,0.464874
3042,-3.57342
3043,-6.17676
3044,-10.0496
3045,-10.2871
3046,-11.6929
3047,-10.8021
3048,-13.7021
3049,-12.1493
3050,-14.3729
3051,-14.0748
3052,-17.8169
3053,-13.159
3054,-18.0768
3055,-19.3564
3056,-14.6628
3057,-11.7451
3058,-7.77853
3059,-5.16552
3060,-4.72554
3061,-9.33968
3062,-12.8198
3063,-13.2637
3064,-8.85553
3065,-12.0595
3066,-9.82101
3067,-13.352
3068,-15.4033
3069,-20.3316
3070,-20.6226
3071,-19.7805
3072,-23.4455
3073,-21.0853
3074,-22.0866
3075,-17.1931
3076,-16.1835
3077,-14.1903
3078,-12.7061
3079,-15.8326
3080,-14.9846
3081,-15.3439
3082,-13.2072
3083,-11.4393
3084,-11.0977
3085,-7.26136
3086,-6.89927
3087,-8.8079
3088,-13.2978
3089,-10.5926
3090,-7.98897
3091,-8.67553
3092,-12.0586
3093,-7.94291
3094,-7.29759
3095,-8.85813
3096,-8.67927
3097,-7.01401
3098,-5.34371
3099,-1.31227
3100,-3.10835
3101,0.280262
3102,-2.60383
3103,-3.48647
3104,-4.32548
3105,-7.71339
3106,-3.01201
3107,1.04006
3108,3.50412
3109,-0.386338
3110,-2.2292
3111,2.05593
3112,4.42423
3113,7.67673
3114,10.3552
3115,14.6151
3116,14.5526
3117,10.5685
3118,6.69192
3119,10.5045
3120,6.85585
3121,5.85839
3122,4.30696
3123,8.83188
3124,6.17087
3125,2.69097
3126,6.97446
3127,6.46455
3128,1.61466
3129,-2.18239
3130,0.379365
3131,3.83221
3132,-0.843635
3133,-0.389655
3134,-3.10883
3135,-6.37979
3136,-3.99024
3137,-1.96824
3138,-3.76601
3139,-3.76621
3140,-2.79145
3141,1.65552
3142,5.50994
3143,10.1415
3144,7.11156
3145,11.1874
3146,11.341
3147,13.9477
3148,12.2005
3149,7.25587
3150,11.4747
3151,11.5517
3152,7.30212
3153,10.4076
3154,8.73921
3155,7.05122
3156,5.56566
3157,2.08285
3158,5.96774
3159,3.21861
3160,6.40414
3161,3.26761
3162,5.71563
3163,7.80866
3164,11.5218
3165,15.508
3166,18.1664
3167,19.4751
3168,20.0091
3169,16.1195
3170,16.1541
3171,20.1543
3172,15.5086
3173,11.1975
3174,9.78721
3175,13.2948
3176,10.1216
3177,12.0098
3178,7.75699
3179,9.02942
3180,13.753
3181,17.5671
3182,16.1857
3183,14.0474
3184,12.6328
3185,8.93874
3186,6.29682
3187,10.1816
3188,6.40771
3189,4.96224
3190,0.142922
3191,-0.0111348
3192,-0.370591
3193,3.81882
3194,4.86669
3195,4.72389
3196,5.56906
3197,1.07589
3198,4.32566
3199,6.45836
3200,11.2591
3201,7.1984
3202,3.24693
3203,7.9281
3204,8.55507
3205,6.59986
3206,5.19101
3207,5.79267
3208,5.58196
3209,8.8246
3210,7.22063
3211,9.80504
3212,10.0909
3213,7.51292
3214,11.7651
3215,12.8567
3216,8.01621
3217,6.42848
3218,3.39496
3219,-0.976973
3220,3.1568
3221,-1.15797
3222,-3.64502
3223,-8.63465
3224,-4.00752
3225,-7.99315
3226,-11.7123
3227,-10.771
3228,-12.54
3229,-10.3169
3230,-8.19668
3231,-9.49476
3232,-12.2993
3233,-10.6295
3234,-14.0074
3235,-14.6319
3236,-15.5348
3237,-11.0944
3238,-11.2112
3239,-12.0259
3240,-15.9276
3241,-17.2666
3242,-15.0694
3243,-16.5248
3244,-11.9465
3245,-8.17079
3246,-10.6519
3247,-13.2
3248,-9.67586
3249,-10.2122
3250,-13.7288
3251,-18.3575
3252,-17.9103
3253,-13.141
3254,-15.7596
3255,-11.671
3256,-13.735
3257,-11.6474
3258,-14.9789
3259,-17.4093
3260,-15.296
3261,-18.4865
3262,-22.27
3263,-17.7433
3264,-15.259
3265,-19.887
3266,-16.7541
3267,-11.8549
3268,-12.1995
3269,-14.2834
3270,-9.46922
3271,-7.7803
3272,-8.27399
3273,-4.56104
3274,-1.57712
3275,0.124037
3276,0.00323987
3277,-0.227593
3278,3.7272
3279,7.56465
3280,8.50578
3281,4.63065
3282,1.72559
3283,0.153034
3284,2.2413
3285,-2.09644
3286,-4.03055
3287,-4.26848
3288,-8.05251
3289,-8.88979
3290,-11.7158
3291,-9.56268
3292,-9.54121
3293,-10.2548
3294,-11.8082
3295,-8.81973
3296,-10.8303
3297,-14.3185
3298,-12.701
3299,-16.1596
3300,-13.8075
3301,-11.8687
3302,-16.1335
3303,-17.6711
3304,-18.6543
3305,-20.5681
3306,-16.6268
3307,-17.0839
3308,-18.5945
3309,-21.8713
3310,-21.6581
3311,-18.9075
3312,-15.1053
3313,-12.3611
3314,-15.3668
3315,-14.3844
3316,-13.4974
3317,-11.0405
3318,-12.8215
3319,-15.4377
3320,-19.3713
3321,-15.3021
3322,-13.7248
3323,-16.4721
3324,-14.3338
3325,-16.0604
3326,-15.3815
3327,-15.6689
3328,-18.5385
3329,-23.2293
3330,-19.506
3331,-21.9295
3332,-26.789
3333,-24.3122
3334,-22.6441
3335,-19.4426
3336,-16.6229
3337,-21.4511
3338,-21.8197
3339,-24.0829
3340,-25.8148
3341,-25.5724
3342,-30.3755
3343,-32.57
3344,-37.5033
3345,-34.9944
3346,-37.3288
3347,-36.2263
3348,-37.5264
3349,-41.8864
3350,-42.2917
3351,-40.3297
3352,-37.882
3353,-38.7349
3354,-36.5498
3355,-36.8694
3356,-39.446
3357,-40.2466
3358,-36.3513
3359,-35.8441
3360,-33.9967
3361,-37.1172
3362,-40.5122
3363,-37.6506
3364,-39.9759
3365,-43.6752
3366,-42.8048
3367,-41.8054
3368,-46.685
3369,-42.9579
3370,-45.0896
3371,-44.1547
3372,-47.7849
3373,-44.0248
3374,-47.2291
3375,-44.9698
3376,-44.1733
3377,-47.5582
3378,-45.8679
3379,-48.3748
3380,-44.8405
3381,-42.4865
3382,-40.1116
3383,-38.5657
3384,-42.5522
3385,-40.634
3386,-43.8309
3387,-47.0754
3388,-43.7257
3389,-40.4162
3390,-43.6977
3391,-45.4549
3392,-41.8034
3393,-37.683
3394,-39.5209
3395,-35.7063
3396,-36.8669
3397,-33.0397
3398,-34.5568
3399,-38.5245
3400,-38.7368
3401,-40.9954
3402,-37.4669
3403,-35.7737
3404,-37.2685
3405,-34.0618
3406,-36.6764
3407,-36.735
3408,-37.0044
3409,-37.081
3410,-36.8796
3411,-34.3279
3412,-31.7153
3413,-26.9805
3414,-30.9308
3415,-30.3876
3416,-33.1359
3417,-34.4507
3418,-35.6042
3419,-38.5307
3420,-41.6606
3421,-40.7412
3422,-43.3061
3423,-39.0271
3424,-39.4409
3425,-34.5974
3426,-33.0754
