Id,X,Y,Z,A,B,Group,D,E,F,G,H
4463,-0.387,-0.6235,0.6881,0.48,1,A,1,0,0,0,0.65
4464,-0.3886,-0.5958,0.7199,0.52,1,A,1,0,0,0,0.64
4465,-0.3879,-0.5609,0.7405,0.55,1,A,1,0,0,0,0.62
4466,-0.3868,-0.5406,0.7404,0.54,1,A,1,0,0,0,0.63
4467,-0.3859,-0.4999,0.7813,0.61,1,A,1,0,0,0,0.6
4468,-0.3883,-0.4821,0.8099,0.66,1,A,1,0,0,0,0.59
4469,-0.392,-0.4294,0.9074,0.83,1,A,1,0,0,0,0.54
4470,-0.3883,-0.4109,0.886,0.79,1,A,1,0,0,0,0.55
4471,-0.3886,-0.3753,0.7808,0.62,1,A,1,0,0,0,0.6
4472,-0.3884,-0.3583,0.7428,0.55,1,A,1,0,0,0,0.62
4473,-0.3866,-0.3053,0.612,0.37,1,A,1,0,0,0,0.69
4474,-0.3842,-0.2848,0.5578,0.31,1,A,1,0,0,0,0.72
4475,-0.3855,-0.2439,0.5394,0.29,1,A,1,0,0,0,0.73
4476,-0.3885,-0.224,0.5344,0.29,1,A,1,0,0,0,0.73
4477,-0.3848,-0.1702,0.5758,0.33,1,A,1,0,0,0,0.71
4478,-0.3872,-0.1571,0.6195,0.38,1,A,1,0,0,0,0.69
4479,-0.3908,-0.1062,0.6149,0.37,1,A,1,0,0,0,0.69
4480,-0.3851,-0.0853,0.6624,0.44,1,A,1,0,0,0,0.66
4481,-0.3853,-0.0309,0.8237,0.67,1,A,1,0,0,0,0.58
4482,-0.391,-0.015,0.8423,0.72,1,A,1,0,0,0,0.57
4483,-0.3897,0.0386,0.9863,0.98,1,A,1,0,0,0,0.5
4484,-0.3886,0.0556,1.0089,1.01,1,A,1,0,0,0,0.49
4485,-0.3868,0.0993,1.012,1.03,1,A,1,0,0,0,0.49
4486,-0.3885,0.1201,1.0954,1.21,1,A,1,0,0,0,0.45
4487,-0.3897,0.1661,1.2287,1.5,1,A,1,0,0,0,0.38
4488,-0.3891,0.1861,1.2326,1.52,1,A,1,0,0,0,0.38
4489,-0.3903,0.2326,1.343,1.81,1,A,1,0,0,0,0.32
4490,-0.3904,0.2498,1.3894,1.92,1,A,1,0,0,0,0.3
4491,-0.3837,0.2945,1.525,2.32,1,A,1,0,0,0,0.23
4492,-0.3878,0.3224,1.6972,2.89,1,A,1,0,0,0,0.14
4493,-0.3924,0.3594,1.8373,3.39,1,A,1,0,0,0,0.07
4494,-0.385,0.3787,1.8729,3.5,1,A,1,0,0,0,0.06
4495,-0.3877,0.414,1.9706,3.87,1,A,1,0,0,0,0.01
4496,-0.3857,0.4396,1.9272,3.72,1,A,1,0,0,0,0.03
4497,-0.3872,0.4836,1.8071,3.26,1,A,1,0,0,0,0.09
4498,-0.3845,0.4998,1.6964,2.89,1,A,1,0,0,0,0.14
4499,-0.3836,0.5738,1.2262,1.5,1,A,1,0,0,0,0.38
4500,-0.3859,0.5958,1.1188,1.25,1,A,1,0,0,0,0.43
4501,-0.3877,0.6388,0.9902,0.99,1,A,1,0,0,0,0.5
4502,-0.3887,0.6517,0.9176,0.84,1,A,1,0,0,0,0.54
4503,-0.3861,0.6905,0.7953,0.63,1,A,1,0,0,0,0.6
4504,-0.3919,0.7227,0.714,0.51,1,A,1,0,0,0,0.64
4505,-0.3868,0.7675,0.5291,0.28,1,A,1,0,0,0,0.73
4506,-0.3895,0.8035,0.4228,0.18,1,A,1,0,0,0,0.78
4507,-0.3835,0.8754,0.1979,0.04,1,A,1,0,0,0,0.9
4508,-0.3829,-0.9853,0.0063,0,1,A,1,0,0,0,0.99
4509,-0.3813,-0.8605,0.2348,0.05,1,A,1,0,0,0,0.88
4510,-0.3825,-0.8349,0.3116,0.1,1,A,1,0,0,0,0.84
4511,-0.3818,-0.792,0.4142,0.17,1,A,1,0,0,0,0.79
4512,-0.3796,-0.7616,0.4624,0.21,1,A,1,0,0,0,0.76
4513,-0.3859,-0.7219,0.4937,0.25,1,A,1,0,0,0,0.75
4514,-0.3808,-0.7074,0.5149,0.26,1,A,1,0,0,0,0.74
4515,-0.3867,-0.6681,0.57,0.33,1,A,1,0,0,0,0.71
4516,-0.3785,-0.6411,0.6124,0.37,1,A,1,0,0,0,0.69
4517,-0.3874,-0.6044,0.7071,0.5,1,A,1,0,0,0,0.64
4518,-0.3861,-0.582,0.7218,0.52,1,A,1,0,0,0,0.63
4519,-0.379,-0.5485,0.7334,0.54,1,A,1,0,0,0,0.63
4520,-0.3878,-0.5222,0.767,0.59,1,A,1,0,0,0,0.61
4521,-0.3853,-0.4824,0.8014,0.65,1,A,1,0,0,0,0.59
4522,-0.3838,-0.4618,0.8649,0.75,1,A,1,0,0,0,0.56
4523,-0.3818,-0.4188,0.918,0.85,1,A,1,0,0,0,0.54
4524,-0.3811,-0.3944,0.8566,0.73,1,A,1,0,0,0,0.57
4525,-0.3798,-0.3571,0.7615,0.57,1,A,1,0,0,0,0.61
4526,-0.3869,-0.3103,0.6312,0.4,1,A,1,0,0,0,0.68
4527,-0.3868,-0.2715,0.5657,0.32,1,A,1,0,0,0,0.71
4528,-0.3855,-0.256,0.557,0.31,1,A,1,0,0,0,0.72
4529,-0.3866,-0.2033,0.5436,0.3,1,A,1,0,0,0,0.72
4530,-0.3789,-0.1845,0.5664,0.32,1,A,1,0,0,0,0.71
4531,-0.3822,-0.1412,0.6411,0.42,1,A,1,0,0,0,0.67
4532,-0.3861,-0.1165,0.6229,0.39,1,A,1,0,0,0,0.68
4533,-0.3832,-0.073,0.6949,0.49,1,A,1,0,0,0,0.65
4534,-0.386,-0.0494,0.7654,0.59,1,A,1,0,0,0,0.61
4535,-0.3884,0.0013,0.889,0.78,1,A,1,0,0,0,0.55
4536,-0.3795,0.0312,0.9811,0.96,1,A,1,0,0,0,0.5
4537,-0.3871,0.0698,0.9981,1,1,A,1,0,0,0,0.5
4538,-0.3794,0.0892,0.9846,0.97,1,A,1,0,0,0,0.5
4539,-0.3883,0.1358,1.1823,1.39,1,A,1,0,0,0,0.4
4540,-0.3787,0.1506,1.2196,1.5,1,A,1,0,0,0,0.38
4541,-0.3823,0.1915,1.2436,1.56,1,A,1,0,0,0,0.37
4542,-0.3829,0.2138,1.3061,1.71,1,A,1,0,0,0,0.34
4543,-0.3852,0.2544,1.3942,1.95,1,A,1,0,0,0,0.3
4544,-0.3795,0.2703,1.4326,2.05,1,A,1,0,0,0,0.28
4545,-0.3855,0.3292,1.7552,3.08,1,A,1,0,0,0,0.11
4546,-0.3862,0.3523,1.8061,3.28,1,A,1,0,0,0,0.09
4547,-0.3848,0.3875,1.9005,3.62,1,A,1,0,0,0,0.04
4548,-0.3813,0.4057,1.9559,3.82,1,A,1,0,0,0,0.01
4549,-0.3862,0.4604,1.8236,3.32,1,A,1,0,0,0,0.08
4550,-0.3822,0.4861,1.7653,3.12,1,A,1,0,0,0,0.11
4551,-0.379,0.5471,1.4187,2,1,A,1,0,0,0,0.28
4552,-0.3792,0.5783,1.2038,1.46,1,A,1,0,0,0,0.39
4553,-0.379,0.6186,1.0344,1.07,1,A,1,0,0,0,0.48
4554,-0.3834,0.6411,0.9819,0.96,1,A,1,0,0,0,0.5
4555,-0.3813,0.6902,0.8179,0.67,1,A,1,0,0,0,0.59
4556,-0.3868,0.7099,0.7575,0.58,1,A,1,0,0,0,0.62
4557,-0.3856,0.7495,0.5794,0.33,1,A,1,0,0,0,0.71
4558,-0.3843,0.7832,0.5132,0.26,1,A,1,0,0,0,0.74
4559,-0.3844,0.8872,0.1722,0.03,1,A,1,0,0,0,0.91
4560,-0.3825,0.9604,0.0215,0,1,A,1,0,0,0,0.99
4561,-0.3805,-0.8198,0.3341,0.11,1,A,1,0,0,0,0.83
4562,-0.3739,-0.8016,0.3701,0.14,1,A,1,0,0,0,0.81
4563,-0.3755,-0.7606,0.4639,0.21,1,A,1,0,0,0,0.76
4564,-0.3755,-0.7414,0.4941,0.25,1,A,1,0,0,0,0.75
4565,-0.3795,-0.6952,0.5205,0.27,1,A,1,0,0,0,0.74
4566,-0.3795,-0.6828,0.5447,0.29,1,A,1,0,0,0,0.72
4567,-0.3772,-0.632,0.6547,0.43,1,A,1,0,0,0,0.67
4568,-0.3781,-0.611,0.6893,0.48,1,A,1,0,0,0,0.65
4569,-0.3796,-0.571,0.7252,0.52,1,A,1,0,0,0,0.63
4570,-0.3778,-0.5589,0.7326,0.54,1,A,1,0,0,0,0.63
4571,-0.3801,-0.5119,0.7957,0.63,1,A,1,0,0,0,0.6
4572,-0.3799,-0.4927,0.802,0.65,1,A,1,0,0,0,0.59
4573,-0.3799,-0.4438,0.9018,0.82,1,A,1,0,0,0,0.54
4574,-0.3805,-0.4243,0.9206,0.84,1,A,1,0,0,0,0.53
4575,-0.374,-0.386,0.8162,0.67,1,A,1,0,0,0,0.59
4576,-0.3806,-0.3615,0.7763,0.6,1,A,1,0,0,0,0.61
4577,-0.3769,-0.3273,0.6502,0.43,1,A,1,0,0,0,0.67
4578,-0.3809,-0.2993,0.6134,0.37,1,A,1,0,0,0,0.69
4579,-0.3765,-0.2511,0.5655,0.32,1,A,1,0,0,0,0.71
4580,-0.3735,-0.2356,0.5651,0.32,1,A,1,0,0,0,0.71
4581,-0.3753,-0.1881,0.5772,0.33,1,A,1,0,0,0,0.71
4582,-0.3784,-0.1746,0.6108,0.37,1,A,1,0,0,0,0.69
4583,-0.3743,-0.1364,0.6569,0.43,1,A,1,0,0,0,0.67
4584,-0.3779,-0.1136,0.6375,0.4,1,A,1,0,0,0,0.68
4585,-0.3756,-0.0594,0.7147,0.51,1,A,1,0,0,0,0.64
4586,-0.3737,-0.0386,0.7933,0.63,1,A,1,0,0,0,0.6
4587,-0.3811,-0.0023,0.9275,0.86,1,A,1,0,0,0,0.53
4588,-0.3813,0.0347,0.9955,0.99,1,A,1,0,0,0,0.5
4589,-0.3802,0.0798,0.9979,0.99,1,A,1,0,0,0,0.5
4590,-0.3755,0.0945,1.0249,1.06,1,A,1,0,0,0,0.48
4591,-0.3738,0.1407,1.1937,1.43,1,A,1,0,0,0,0.4
4592,-0.3744,0.1615,1.2433,1.53,1,A,1,0,0,0,0.37
4593,-0.3803,0.2083,1.3219,1.74,1,A,1,0,0,0,0.33
4594,-0.377,0.2264,1.3445,1.82,1,A,1,0,0,0,0.32
4595,-0.3828,0.2683,1.4214,2.02,1,A,1,0,0,0,0.28
4596,-0.378,0.2835,1.4853,2.2,1,A,1,0,0,0,0.25
4597,-0.3771,0.3325,1.7483,3.05,1,A,1,0,0,0,0.12
4598,-0.3758,0.3506,1.8314,3.34,1,A,1,0,0,0,0.08
4599,-0.3811,0.3941,1.9164,3.66,1,A,1,0,0,0,0.03
4600,-0.3739,0.4134,1.9457,3.78,1,A,1,0,0,0,0.02
4601,-0.3815,0.4655,1.8035,3.24,1,A,1,0,0,0,0.09
4602,-0.3809,0.4824,1.7767,3.17,1,A,1,0,0,0,0.1
4603,-0.3767,0.5366,1.4981,2.24,1,A,1,0,0,0,0.24
4604,-0.3786,0.5591,1.2391,1.53,1,A,1,0,0,0,0.37
4605,-0.378,0.6072,1.0831,1.17,1,A,1,0,0,0,0.45
4606,-0.3812,0.6241,1.0102,1.03,1,A,1,0,0,0,0.49
4607,-0.3829,0.6612,0.9113,0.83,1,A,1,0,0,0,0.54
4608,-0.3811,0.6811,0.8404,0.71,1,A,1,0,0,0,0.57
4609,-0.3796,0.7509,0.5862,0.35,1,A,1,0,0,0,0.7
4610,-0.3774,0.7754,0.5119,0.27,1,A,1,0,0,0,0.74
4611,-0.382,0.8407,0.3101,0.1,1,A,1,0,0,0,0.84
4612,-0.3809,0.9384,0.0513,0,1,A,1,0,0,0,0.97
4613,-0.3777,-0.8234,0.3312,0.11,1,A,1,0,0,0,0.83
4614,-0.3733,-0.8005,0.3696,0.14,1,A,1,0,0,0,0.81
4615,-0.3723,-0.749,0.4764,0.23,1,A,1,0,0,0,0.76
4616,-0.3746,-0.7322,0.4922,0.25,1,A,1,0,0,0,0.75
4617,-0.3748,-0.6921,0.5368,0.28,1,A,1,0,0,0,0.73
4618,-0.3689,-0.6644,0.5754,0.33,1,A,1,0,0,0,0.71
4619,-0.3686,-0.6264,0.6946,0.48,1,A,1,0,0,0,0.65
4620,-0.3712,-0.6079,0.6983,0.49,1,A,1,0,0,0,0.65
4621,-0.3711,-0.5638,0.7327,0.54,1,A,1,0,0,0,0.63
4622,-0.3736,-0.541,0.7516,0.57,1,A,1,0,0,0,0.62
4623,-0.3702,-0.5071,0.7957,0.63,1,A,1,0,0,0,0.6
4624,-0.3713,-0.4815,0.8102,0.66,1,A,1,0,0,0,0.59
4625,-0.3776,-0.4348,0.9279,0.86,1,A,1,0,0,0,0.53
4626,-0.3697,-0.4234,0.9289,0.86,1,A,1,0,0,0,0.53
4627,-0.3768,-0.3825,0.7911,0.63,1,A,1,0,0,0,0.6
4628,-0.3688,-0.3557,0.7681,0.58,1,A,1,0,0,0,0.61
4629,-0.3771,-0.3177,0.6532,0.43,1,A,1,0,0,0,0.67
4630,-0.3737,-0.3008,0.6079,0.37,1,A,1,0,0,0,0.69
4631,-0.3749,-0.2515,0.5804,0.34,1,A,1,0,0,0,0.71
4632,-0.3755,-0.226,0.569,0.33,1,A,1,0,0,0,0.71
4633,-0.3766,-0.1817,0.6021,0.36,1,A,1,0,0,0,0.69
4634,-0.3745,-0.1647,0.6277,0.4,1,A,1,0,0,0,0.68
4635,-0.3755,-0.1265,0.6602,0.43,1,A,1,0,0,0,0.67
4636,-0.3708,-0.0996,0.6437,0.42,1,A,1,0,0,0,0.67
4637,-0.375,-0.0637,0.7263,0.53,1,A,1,0,0,0,0.63
4638,-0.3777,-0.0378,0.8118,0.65,1,A,1,0,0,0,0.59
4639,-0.3713,0.0056,0.9415,0.89,1,A,1,0,0,0,0.52
4640,-0.3695,0.0234,0.9866,0.98,1,A,1,0,0,0,0.5
4641,-0.3705,0.0702,1.032,1.07,1,A,1,0,0,0,0.48
4642,-0.3766,0.1114,1.1024,1.21,1,A,1,0,0,0,0.44
4643,-0.3729,0.151,1.211,1.47,1,A,1,0,0,0,0.39
4644,-0.3708,0.1709,1.2565,1.58,1,A,1,0,0,0,0.37
4645,-0.3743,0.2165,1.337,1.79,1,A,1,0,0,0,0.32
4646,-0.3772,0.2375,1.3757,1.9,1,A,1,0,0,0,0.31
4647,-0.3687,0.2779,1.4388,2.07,1,A,1,0,0,0,0.27
4648,-0.371,0.2886,1.492,2.23,1,A,1,0,0,0,0.25
4649,-0.3709,0.3463,1.7919,3.22,1,A,1,0,0,0,0.1
4650,-0.374,0.3603,1.8315,3.34,1,A,1,0,0,0,0.08
4651,-0.3781,0.4024,1.94,3.76,1,A,1,0,0,0,0.02
4652,-0.3729,0.4192,1.937,3.74,1,A,1,0,0,0,0.02
4653,-0.3701,0.4623,1.7953,3.22,1,A,1,0,0,0,0.09
4654,-0.37,0.4863,1.7732,3.16,1,A,1,0,0,0,0.11
4655,-0.3763,0.5271,1.5966,2.55,1,A,1,0,0,0,0.19
4656,-0.3774,0.5656,1.2319,1.51,1,A,1,0,0,0,0.38
4657,-0.3701,0.6015,1.0858,1.18,1,A,1,0,0,0,0.45
4658,-0.3731,0.6245,1.016,1.03,1,A,1,0,0,0,0.49
4659,-0.3782,0.6623,0.9251,0.85,1,A,1,0,0,0,0.53
4660,-0.373,0.6902,0.833,0.69,1,A,1,0,0,0,0.58
4661,-0.3756,0.7374,0.644,0.41,1,A,1,0,0,0,0.67
4662,-0.3695,0.7546,0.5749,0.33,1,A,1,0,0,0,0.71
4663,-0.3712,0.8105,0.4117,0.17,1,A,1,0,0,0,0.79
4664,-0.3758,0.8733,0.2259,0.05,1,A,1,0,0,0,0.88
4665,-0.3704,-0.8424,0.2963,0.09,1,A,1,0,0,0,0.85
4666,-0.3717,-0.7966,0.3895,0.15,1,A,1,0,0,0,0.8
4667,-0.3701,-0.7317,0.4913,0.24,1,A,1,0,0,0,0.75
4668,-0.3678,-0.7155,0.5082,0.26,1,A,1,0,0,0,0.74
4669,-0.3693,-0.6765,0.5588,0.31,1,A,1,0,0,0,0.72
4670,-0.3703,-0.6442,0.6119,0.37,1,A,1,0,0,0,0.69
4671,-0.3726,-0.6097,0.703,0.49,1,A,1,0,0,0,0.64
4672,-0.369,-0.5847,0.7119,0.5,1,A,1,0,0,0,0.64
4673,-0.3721,-0.5491,0.7531,0.56,1,A,1,0,0,0,0.62
4674,-0.3675,-0.5269,0.7924,0.62,1,A,1,0,0,0,0.6
4675,-0.3709,-0.4843,0.8031,0.65,1,A,1,0,0,0,0.59
4676,-0.3647,-0.4716,0.8684,0.75,1,A,1,0,0,0,0.56
4677,-0.3654,-0.425,0.9337,0.87,1,A,1,0,0,0,0.53
4678,-0.3721,-0.4113,0.8991,0.81,1,A,1,0,0,0,0.55
4679,-0.3717,-0.3647,0.7737,0.6,1,A,1,0,0,0,0.61
4680,-0.3726,-0.3465,0.7217,0.52,1,A,1,0,0,0,0.63
4681,-0.3729,-0.305,0.6163,0.39,1,A,1,0,0,0,0.69
4682,-0.3729,-0.2822,0.5984,0.36,1,A,1,0,0,0,0.7
4683,-0.3711,-0.2422,0.5951,0.35,1,A,1,0,0,0,0.7
4684,-0.367,-0.2239,0.5747,0.33,1,A,1,0,0,0,0.71
4685,-0.3643,-0.1831,0.6091,0.37,1,A,1,0,0,0,0.69
4686,-0.3678,-0.1542,0.6503,0.43,1,A,1,0,0,0,0.67
4687,-0.3697,-0.1095,0.6614,0.43,1,A,1,0,0,0,0.66
4688,-0.3724,-0.0909,0.6795,0.46,1,A,1,0,0,0,0.66
4689,-0.3728,-0.0442,0.8155,0.66,1,A,1,0,0,0,0.59
4690,-0.3697,-0.0254,0.8766,0.76,1,A,1,0,0,0,0.56
4691,-0.3665,0.0269,1.0018,1.01,1,A,1,0,0,0,0.49
4692,-0.3717,0.0509,1.0518,1.12,1,A,1,0,0,0,0.47
4693,-0.3652,0.0968,1.0635,1.14,1,A,1,0,0,0,0.46
4694,-0.371,0.1189,1.1604,1.36,1,A,1,0,0,0,0.41
4695,-0.3656,0.159,1.2381,1.54,1,A,1,0,0,0,0.37
4696,-0.3661,0.1793,1.282,1.65,1,A,1,0,0,0,0.35
4697,-0.3732,0.2191,1.3762,1.9,1,A,1,0,0,0,0.31
4698,-0.371,0.2332,1.4022,1.97,1,A,1,0,0,0,0.29
4699,-0.3695,0.279,1.4456,2.09,1,A,1,0,0,0,0.27
4700,-0.3657,0.2985,1.5171,2.31,1,A,1,0,0,0,0.23
4701,-0.3714,0.3524,1.7899,3.21,1,A,1,0,0,0,0.1
4702,-0.3718,0.3649,1.8269,3.35,1,A,1,0,0,0,0.08
4703,-0.3693,0.4134,1.9575,3.84,1,A,1,0,0,0,0.01
4704,-0.3668,0.4274,1.9003,3.62,1,A,1,0,0,0,0.04
4705,-0.3674,0.4705,1.7725,3.15,1,A,1,0,0,0,0.11
4706,-0.3694,0.4932,1.7257,2.98,1,A,1,0,0,0,0.13
4707,-0.3637,0.5638,1.2686,1.6,1,A,1,0,0,0,0.36
4708,-0.3686,0.5758,1.1573,1.34,1,A,1,0,0,0,0.42
4709,-0.3653,0.6151,1.0299,1.05,1,A,1,0,0,0,0.48
4710,-0.3731,0.6403,1.0281,1.05,1,A,1,0,0,0,0.48
4711,-0.369,0.694,0.8331,0.69,1,A,1,0,0,0,0.58
4712,-0.3697,0.7206,0.6946,0.48,1,A,1,0,0,0,0.65
4713,-0.3698,0.7652,0.5672,0.32,1,A,1,0,0,0,0.71
4714,-0.3646,0.7935,0.4656,0.22,1,A,1,0,0,0,0.76
4715,-0.3681,-0.9433,0.0476,0,1,A,1,0,0,0,0.97
4716,-0.3674,-0.8379,0.2958,0.08,1,A,1,0,0,0,0.85
4717,-0.3626,-0.7945,0.4155,0.17,1,A,1,0,0,0,0.79
4718,-0.3674,-0.7531,0.4642,0.22,1,A,1,0,0,0,0.76
4719,-0.359,-0.7143,0.5122,0.26,1,A,1,0,0,0,0.74
4720,-0.36,-0.6971,0.5258,0.27,1,A,1,0,0,0,0.73
4721,-0.3623,-0.6427,0.6248,0.39,1,A,1,0,0,0,0.68
4722,-0.3675,-0.6244,0.6784,0.46,1,A,1,0,0,0,0.66
4723,-0.3606,-0.5882,0.7181,0.52,1,A,1,0,0,0,0.64
4724,-0.3675,-0.5657,0.7433,0.55,1,A,1,0,0,0,0.62
4725,-0.3646,-0.5183,0.7874,0.62,1,A,1,0,0,0,0.6
4726,-0.3635,-0.4996,0.7976,0.63,1,A,1,0,0,0,0.6
4727,-0.3613,-0.4588,0.8889,0.78,1,A,1,0,0,0,0.55
4728,-0.3634,-0.4403,0.9256,0.86,1,A,1,0,0,0,0.53
4729,-0.3671,-0.4033,0.865,0.74,1,A,1,0,0,0,0.56
4730,-0.3642,-0.382,0.7893,0.63,1,A,1,0,0,0,0.6
4731,-0.3618,-0.3378,0.7068,0.5,1,A,1,0,0,0,0.64
4732,-0.3665,-0.3145,0.672,0.46,1,A,1,0,0,0,0.66
4733,-0.366,-0.2764,0.6126,0.37,1,A,1,0,0,0,0.69
4734,-0.3615,-0.2623,0.6004,0.37,1,A,1,0,0,0,0.7
4735,-0.3634,-0.2173,0.5807,0.34,1,A,1,0,0,0,0.71
4736,-0.36,-0.1957,0.6066,0.36,1,A,1,0,0,0,0.69
4737,-0.3659,-0.1539,0.6473,0.42,1,A,1,0,0,0,0.67
4738,-0.3678,-0.1374,0.6719,0.45,1,A,1,0,0,0,0.66
4739,-0.3632,-0.0922,0.6682,0.45,1,A,1,0,0,0,0.66
4740,-0.3612,-0.0768,0.7113,0.51,1,A,1,0,0,0,0.64
4741,-0.3651,-0.0344,0.8472,0.71,1,A,1,0,0,0,0.57
4742,-0.3616,-0.0036,0.9263,0.85,1,A,1,0,0,0,0.53
4743,-0.3615,0.0341,1.0393,1.07,1,A,1,0,0,0,0.47
4744,-0.3658,0.0503,1.0828,1.17,1,A,1,0,0,0,0.45
4745,-0.367,0.0926,1.1022,1.22,1,A,1,0,0,0,0.44
4746,-0.3591,0.1227,1.1803,1.4,1,A,1,0,0,0,0.4
4747,-0.3644,0.1637,1.2688,1.6,1,A,1,0,0,0,0.36
4748,-0.3633,0.186,1.3201,1.75,1,A,1,0,0,0,0.33
4749,-0.3601,0.2264,1.3923,1.95,1,A,1,0,0,0,0.3
4750,-0.3623,0.2526,1.4326,2.04,1,A,1,0,0,0,0.28
4751,-0.3632,0.2907,1.4754,2.18,1,A,1,0,0,0,0.26
4752,-0.3647,0.3181,1.6677,2.77,1,A,1,0,0,0,0.16
4753,-0.3668,0.361,1.7827,3.18,1,A,1,0,0,0,0.1
4754,-0.3665,0.3795,1.8482,3.41,1,A,1,0,0,0,0.07
4755,-0.3604,0.4176,1.9185,3.7,1,A,1,0,0,0,0.03
4756,-0.3671,0.4392,1.8804,3.54,1,A,1,0,0,0,0.05
4757,-0.3646,0.4799,1.7694,3.13,1,A,1,0,0,0,0.11
4758,-0.3625,0.4976,1.701,2.9,1,A,1,0,0,0,0.14
4759,-0.3649,0.5428,1.4695,2.15,1,A,1,0,0,0,0.26
4760,-0.3631,0.5694,1.1979,1.44,1,A,1,0,0,0,0.39
4761,-0.3606,0.6177,1.02,1.05,1,A,1,0,0,0,0.48
4762,-0.3624,0.6421,1.03,1.07,1,A,1,0,0,0,0.48
4763,-0.3605,0.68,0.8599,0.74,1,A,1,0,0,0,0.56
4764,-0.3604,0.6998,0.8048,0.65,1,A,1,0,0,0,0.59
4765,-0.3643,0.7576,0.5938,0.35,1,A,1,0,0,0,0.7
4766,-0.3639,0.7747,0.5231,0.28,1,A,1,0,0,0,0.73
4767,-0.3644,0.8234,0.3872,0.15,1,A,1,0,0,0,0.8
4768,-0.3638,0.8824,0.2034,0.04,1,A,1,0,0,0,0.9
4769,-0.3647,0.9854,-0.0039,0,1,A,1,0,0,0,1
4770,-0.3555,-0.8849,0.1595,0.03,1,A,1,0,0,0,0.92
4771,-0.362,-0.7874,0.4335,0.19,1,A,1,0,0,0,0.78
4772,-0.3615,-0.7622,0.4617,0.22,1,A,1,0,0,0,0.77
4773,-0.3623,-0.7254,0.506,0.26,1,A,1,0,0,0,0.74
4774,-0.3549,-0.7084,0.516,0.27,1,A,1,0,0,0,0.74
4775,-0.3599,-0.6622,0.5796,0.34,1,A,1,0,0,0,0.71
4776,-0.3574,-0.6407,0.6406,0.41,1,A,1,0,0,0,0.68
4777,-0.3535,-0.5942,0.7117,0.5,1,A,1,0,0,0,0.64
4778,-0.3578,-0.5783,0.7242,0.52,1,A,1,0,0,0,0.63
4779,-0.3558,-0.5432,0.7727,0.6,1,A,1,0,0,0,0.61
4780,-0.3583,-0.5222,0.7933,0.62,1,A,1,0,0,0,0.6
4781,-0.3563,-0.465,0.8547,0.74,1,A,1,0,0,0,0.57
4782,-0.3554,-0.4535,0.906,0.82,1,A,1,0,0,0,0.54
4783,-0.3572,-0.412,0.9038,0.82,1,A,1,0,0,0,0.54
4784,-0.362,-0.3861,0.8062,0.65,1,A,1,0,0,0,0.59
4785,-0.3609,-0.3436,0.7119,0.51,1,A,1,0,0,0,0.64
4786,-0.36,-0.321,0.6941,0.48,1,A,1,0,0,0,0.65
4787,-0.3549,-0.2744,0.6226,0.39,1,A,1,0,0,0,0.68
4788,-0.3611,-0.2585,0.6177,0.38,1,A,1,0,0,0,0.69
4789,-0.3573,-0.1981,0.5999,0.36,1,A,1,0,0,0,0.7
4790,-0.3586,-0.1789,0.6154,0.38,1,A,1,0,0,0,0.69
4791,-0.3539,-0.1446,0.6625,0.44,1,A,1,0,0,0,0.66
4792,-0.3561,-0.1184,0.675,0.45,1,A,1,0,0,0,0.66
4793,-0.3547,-0.0787,0.6954,0.48,1,A,1,0,0,0,0.65
4794,-0.3597,-0.0579,0.7532,0.57,1,A,1,0,0,0,0.62
4795,-0.3584,-0.0194,0.8858,0.78,1,A,1,0,0,0,0.55
4796,-0.359,-0.0019,0.9528,0.92,1,A,1,0,0,0,0.52
4797,-0.355,0.0517,1.1004,1.2,1,A,1,0,0,0,0.44
4798,-0.3534,0.0691,1.1104,1.24,1,A,1,0,0,0,0.44
4799,-0.3623,0.1192,1.2192,1.48,1,A,1,0,0,0,0.38
4800,-0.3598,0.1432,1.2159,1.49,1,A,1,0,0,0,0.39
4801,-0.3606,0.1915,1.3389,1.78,1,A,1,0,0,0,0.32
4802,-0.3551,0.204,1.4236,2.04,1,A,1,0,0,0,0.28
4803,-0.3589,0.2445,1.451,2.09,1,A,1,0,0,0,0.27
4804,-0.3607,0.2709,1.4425,2.07,1,A,1,0,0,0,0.27
4805,-0.3614,0.3088,1.5954,2.56,1,A,1,0,0,0,0.19
4806,-0.3593,0.3327,1.7483,3.05,1,A,1,0,0,0,0.12
4807,-0.356,0.3634,1.8072,3.26,1,A,1,0,0,0,0.09
4808,-0.3633,0.39,1.8866,3.55,1,A,1,0,0,0,0.05
4809,-0.3627,0.4273,1.8847,3.57,1,A,1,0,0,0,0.05
4810,-0.3544,0.4519,1.8203,3.3,1,A,1,0,0,0,0.08
4811,-0.3601,0.4956,1.7224,2.98,1,A,1,0,0,0,0.13
4812,-0.3544,0.5161,1.6722,2.81,1,A,1,0,0,0,0.16
4813,-0.36,0.5596,1.2836,1.64,1,A,1,0,0,0,0.35
4814,-0.3569,0.5914,1.1371,1.3,1,A,1,0,0,0,0.43
4815,-0.3535,0.6403,1.0376,1.07,1,A,1,0,0,0,0.48
4816,-0.3574,0.663,0.9654,0.93,1,A,1,0,0,0,0.51
4817,-0.36,0.6959,0.8243,0.68,1,A,1,0,0,0,0.58
4818,-0.3548,0.72,0.6972,0.49,1,A,1,0,0,0,0.65
