State,State code,County/state name,% of precincts reporting,Votes for Obama,% votes for Obama,Votes for Romney,% votes for Romney,Total votes
"Kentucky","KY","Rowan",100,3438,44.9941,4035,52.8072,7641
"Kentucky","KY","Logan",100,3469,33.0161,6899,65.661,10507
"Kentucky","KY","Montgomery",100,3701,36.1144,6398,62.4317,10248
"Kentucky","KY","Laurel",100,3906,17.4305,18151,80.9987,22409
"Kentucky","KY","Meade",100,4122,37.7645,6606,60.5222,10915
"Kentucky","KY","Boyle",100,4471,36.1497,7703,62.2817,12368
"Kentucky","KY","Graves",100,4547,29.3487,10699,69.057,15493
"Kentucky","KY","Floyd",100,4733,31.7864,9784,65.7085,14890
"Kentucky","KY","Muhlenberg",100,4771,37.4578,7762,60.9406,12737
"Kentucky","KY","Woodford",100,4883,39.5994,7218,58.5354,12331
"Kentucky","KY","Pulaski",100,4976,19.1363,20714,79.66,26003
"Kentucky","KY","Marshall",100,5022,31.9588,10402,66.1957,15714
"Kentucky","KY","Clark",100,5228,33.926,9931,64.4452,15410
"Kentucky","KY","Calloway",100,5314,35.2762,9438,62.6527,15064
"Kentucky","KY","Barren",100,5400,32.5989,10922,65.9342,16565
"Kentucky","KY","Pike",100,5627,23.8594,17560,74.4573,23584
"Kentucky","KY","Hopkins",100,5789,29.2891,13681,69.2183,19765
"Kentucky","KY","Jessamine",100,6001,29.1028,14232,69.0204,20620
"Kentucky","KY","Greenup",100,6027,39.7586,8855,58.4141,15159
"Kentucky","KY","Shelby",100,6634,35.5539,11790,63.1867,18659
"Kentucky","KY","Scott",100,7532,36.6253,12679,61.6533,20565
"Kentucky","KY","Nelson",100,7611,41.0695,10673,57.5923,18532
"Kentucky","KY","Boyd",100,7776,40.8403,10883,57.1586,19040
"Kentucky","KY","Henderson",100,8091,43.4673,10296,55.3132,18614
"Kentucky","KY","Christian",100,8252,37.5894,13475,61.3811,21953
"Kentucky","KY","Oldham",100,9240,30.9309,20179,67.5493,29873
"Kentucky","KY","Bullitt",100,9971,31.38,21306,67.0527,31775
"Kentucky","KY","McCracken",100,10062,32.947,19979,65.4191,30540
"Kentucky","KY","Madison",100,11512,34.5529,21128,63.4151,33317
"Kentucky","KY","Franklin",100,11535,49.4279,11345,48.6138,23337
"Kentucky","KY","Campbell",100,15080,37.5376,24240,60.339,40173
"Kentucky","KY","Hardin",100,15214,38.7993,23357,59.5659,39212
"Kentucky","KY","Boone",100,15628,29.7705,35920,68.4256,52495
"Kentucky","KY","Daviess",100,16208,38.518,25092,59.6307,42079
"Kentucky","KY","Warren",100,16905,38.4301,26384,59.9786,43989
"Kentucky","KY","Kenton",100,24743,36.8798,40979,61.0797,67091
"Kentucky","KY","Fayette",100,62078,49.3383,60793,48.3171,125821
"Kentucky","KY","Jefferson",100,186164,54.8348,148415,43.7158,339500
"Louisiana","LA","Cameron",100,408,10.8974,3260,87.0726,3744
"Louisiana","LA","LaSalle",100,764,11.6251,5726,87.1272,6572
"Louisiana","LA","West Carroll",100,853,18.7555,3628,79.7713,4548
"Louisiana","LA","Caldwell",100,1016,21.5437,3640,77.1841,4716
"Louisiana","LA","Catahoula",100,1408,33.5798,2744,65.4424,4193
"Louisiana","LA","Grant",100,1421,16.3974,7082,81.7217,8666
"Louisiana","LA","Tensas",100,1564,55.6188,1230,43.7411,2812
"Louisiana","LA","Winn",100,1919,29.3784,4539,69.4887,6532
"Louisiana","LA","Sabine",100,2194,21.8308,7735,76.9652,10050
"Louisiana","LA","East Carroll",100,2244,66.3121,1122,33.156,3384
"Louisiana","LA","Red River",100,2253,46.8691,2483,51.6538,4807
"Louisiana","LA","Jackson",100,2305,30.615,5132,68.1631,7529
"Louisiana","LA","West Feliciana",100,2441,42.2538,3257,56.3787,5777
"Louisiana","LA","Allen",100,2616,28.1109,6495,69.7937,9306
"Louisiana","LA","Beauregard",100,2827,19.8763,11111,78.1199,14223
"Louisiana","LA","Franklin",100,2921,31.2875,6294,67.4165,9336
"Louisiana","LA","Claiborne",100,3014,44.7712,3649,54.2038,6732
"Louisiana","LA","Union",100,3075,28.5621,7561,70.2304,10766
"Louisiana","LA","Madison",100,3154,60.8059,2000,38.5579,5187
"Louisiana","LA","Vernon",100,3173,20.3319,12146,77.829,15606
"Louisiana","LA","Jeff Davis",100,3483,25.3623,10014,72.9192,13733
"Louisiana","LA","Bienville",100,3490,48.452,3641,50.5484,7203
"Louisiana","LA","Plaquemines",100,3597,35.1441,6469,63.2047,10235
"Louisiana","LA","Concordia",100,3833,40.8635,5450,58.1023,9380
"Louisiana","LA","Richland",100,4074,35.4045,7316,63.5787,11507
"Louisiana","LA","St. Helena",100,4233,59.6786,2756,38.8552,7093
"Louisiana","LA","East Feliciana",100,4648,45.5285,5397,52.8651,10209
"Louisiana","LA","Assumption",100,4754,43.2536,6082,55.3362,10991
"Louisiana","LA","St. Bernard",100,5052,36.2306,8497,60.9366,13944
"Louisiana","LA","Evangeline",100,5330,33.8091,10176,64.548,15765
"Louisiana","LA","Pointe Coupee",100,5436,44.7518,6548,53.9063,12147
"Louisiana","LA","DeSoto",100,5552,42.5441,7353,56.3448,13050
"Louisiana","LA","West Baton Rouge",100,5692,44.5662,6920,54.181,12772
"Louisiana","LA","Vermilion",100,5718,22.8866,18909,75.6844,24984
"Louisiana","LA","Morehouse",100,5887,46.6741,6591,52.2556,12613
"Louisiana","LA","Avoyelles",100,6075,35.6786,10667,62.6476,17027
"Louisiana","LA","Washington",100,6351,35.0884,11470,63.3702,18100
"Louisiana","LA","Acadia",100,6559,24.4429,19931,74.2752,26834
"Louisiana","LA","Webster",100,6802,36.9413,11397,61.8965,18413
"Louisiana","LA","St. James",100,7055,56.9365,5209,42.0386,12391
"Louisiana","LA","Livingston",100,7448,13.7842,45488,84.1856,54033
"Louisiana","LA","Natchitoches",100,7941,46.0161,9077,52.5989,17257
"Louisiana","LA","Lincoln",100,7947,41.8836,10731,56.5563,18974
"Louisiana","LA","St. Charles",100,8894,35.1125,15936,62.9135,25330
"Louisiana","LA","St. Martin",100,9419,37.0389,15653,61.5533,25430
"Louisiana","LA","St. Mary",100,9448,39.9729,13883,58.7367,23636
"Louisiana","LA","Lafourche",100,9543,24.643,28332,73.162,38725
"Louisiana","LA","Iberville",100,9548,56.1185,7271,42.7354,17014
"Louisiana","LA","Terrebonne",100,12071,28.5131,29500,69.6823,42335
"Louisiana","LA","Iberia",100,12129,36.3231,20890,62.5599,33392
"Louisiana","LA","Bossier",100,12955,26.6789,34986,72.0484,48559
"Louisiana","LA","St. John the Baptist",100,13178,62.3899,7620,36.0761,21122
"Louisiana","LA","Ascension",100,16343,32.0099,33846,66.2919,51056
"Louisiana","LA","Tangipahoa",100,17720,35.3763,31583,63.0525,50090
"Louisiana","LA","St. Landry",100,19668,47.2255,21475,51.5643,41647
"Louisiana","LA","Rapides",100,20040,34.547,37187,64.1067,58008
"Louisiana","LA","St. Tammany",100,25723,22.7871,84710,75.0416,112884
"Louisiana","LA","Ouachita",100,26629,38.9102,40927,59.8024,68437
"Louisiana","LA","Calcasieu",100,28357,34.701,51844,63.4426,81718
"Louisiana","LA","Lafayette",100,31766,32.205,64989,65.887,98637
"Louisiana","LA","Caddo",100,57879,51.902,52378,46.969,111516
"Louisiana","LA","Jefferson",100,70000,39.8332,102325,58.2275,175733
"Louisiana","LA","Orleans",100,99436,78.5044,24561,19.3908,126663
"Louisiana","LA","East Baton Rouge",100,102460,51.7705,92235,46.604,197912
"Massachusetts","MA","Duxbury",0,0,"null",0,"null",0
"Massachusetts","MA","Hanover",0,0,"null",0,"null",0
"Massachusetts","MA","Pepperell",0,0,"null",0,"null",0
"Massachusetts","MA","Rehoboth",0,0,"null",0,"null",0
"Massachusetts","MA","Townsend",0,0,"null",0,"null",0
"Massachusetts","MA","Monroe",100,32,60.3774,21,39.6226,53
"Massachusetts","MA","Gosnold",100,49,56.3218,36,41.3793,87
"Massachusetts","MA","Mount Washington",100,83,76.8519,19,17.5926,108
"Massachusetts","MA","New Ashford",100,107,69.9346,40,26.1438,153
"Massachusetts","MA","Tolland",100,110,39.5683,155,55.7554,278
"Massachusetts","MA","Hawley",100,126,63.6364,65,32.8283,198
"Massachusetts","MA","Rowe",100,140,58.0913,92,38.1743,241
"Massachusetts","MA","Tyringham",100,173,67.0543,85,32.9457,258
"Massachusetts","MA","Middlefield",100,202,69.4158,77,26.4605,291
"Massachusetts","MA","Montgomery",100,220,43.3925,274,54.0434,507
"Massachusetts","MA","Hancock",100,228,59.6859,142,37.1728,382
"Massachusetts","MA","Alford",100,233,76.6447,64,21.0526,304
"Massachusetts","MA","Washington",100,239,75.873,69,21.9048,315
"Massachusetts","MA","Savoy",100,241,67.8873,103,29.0141,355
"Massachusetts","MA","Aquinnah",100,251,84.5118,38,12.7946,297
"Massachusetts","MA","Florida",100,254,65.2956,127,32.6478,389
"Massachusetts","MA","New Braintree",100,283,50.6261,257,45.975,559
"Massachusetts","MA","Plainfield",100,286,74.2857,83,21.5584,385
"Massachusetts","MA","Heath",100,292,68.5446,124,29.108,426
"Massachusetts","MA","Sandisfield",100,294,64.6154,154,33.8462,455
"Massachusetts","MA","Blandford",100,300,45.4545,348,52.7273,660
"Massachusetts","MA","Peru",100,324,68.3544,136,28.692,474
"Massachusetts","MA","Chester",100,331,50.0756,305,46.1422,661
"Massachusetts","MA","Warwick",100,334,73.7307,109,24.0618,453
"Massachusetts","MA","Leyden",100,339,73.3766,115,24.8918,462
"Massachusetts","MA","Cummington",100,368,69.697,139,26.3258,528
"Massachusetts","MA","Granville",100,374,42.0225,502,56.4045,890
"Massachusetts","MA","New Salem",100,381,62.8713,205,33.8284,606
"Massachusetts","MA","Windsor",100,385,73.7548,127,24.3295,522
"Massachusetts","MA","Russell",100,388,49.2386,386,48.9848,788
"Massachusetts","MA","Royalston",100,391,57.8402,267,39.497,676
"Massachusetts","MA","Goshen",100,395,64.3322,198,32.2476,614
"Massachusetts","MA","Monterey",100,417,78.828,97,18.3365,529
"Massachusetts","MA","Wendell",100,425,76.5766,70,12.6126,555
"Massachusetts","MA","Petersham",100,451,55.4054,338,41.5233,814
"Massachusetts","MA","Chesterfield",100,455,63.5475,228,31.8436,716
"Massachusetts","MA","Charlemont",100,456,71.3615,166,25.9781,639
"Massachusetts","MA","Phillipston",100,464,48.7907,469,49.3165,951
"Massachusetts","MA","East Brookfield",100,469,40.925,662,57.7661,1146
"Massachusetts","MA","Wales",100,479,51.6721,434,46.8177,927
"Massachusetts","MA","Worthington",100,481,66.5284,208,28.769,723
"Massachusetts","MA","Otis",100,489,58.9867,311,37.5151,829
"Massachusetts","MA","Oakham",100,509,44.4154,609,53.1414,1146
"Massachusetts","MA","Huntington",100,554,50.4095,479,43.5851,1099
"Massachusetts","MA","Erving",100,557,72.3377,200,25.974,770
"Massachusetts","MA","New Marlborough",100,572,68.4211,240,28.7081,836
"Massachusetts","MA","Chilmark",100,585,80.4677,127,17.4691,727
"Massachusetts","MA","Holland",100,593,44.7885,690,52.1148,1324
"Massachusetts","MA","Clarksburg",100,613,71.5286,232,27.0712,857
"Massachusetts","MA","Colrain",100,618,70.1476,232,26.3337,881
"Massachusetts","MA","Whately",100,626,65.2083,301,31.3542,960
"Massachusetts","MA","Westhampton",100,639,60.397,385,36.3894,1058
"Massachusetts","MA","Gill",100,646,72.8298,212,23.9008,887
"Massachusetts","MA","Egremont",100,676,80.4762,151,17.9762,840
"Massachusetts","MA","Becket",100,684,70.7342,259,26.7839,967
"Massachusetts","MA","Richmond",100,688,74.5395,226,24.4854,923
"Massachusetts","MA","West Stockbridge",100,707,79.7968,161,18.1716,886
"Massachusetts","MA","Hardwick",100,710,54.2399,559,42.7044,1309
"Massachusetts","MA","Millville",100,717,46.0501,813,52.2158,1557
"Massachusetts","MA","Hinsdale",100,728,68.8742,297,28.0984,1057
"Massachusetts","MA","Pelham",100,728,82.0744,132,14.8816,887
"Massachusetts","MA","Buckland",100,750,72.5338,252,24.3714,1034
"Massachusetts","MA","Plympton",100,776,44.649,928,53.3947,1738
"Massachusetts","MA","Bernardston",100,809,69.3825,329,28.2161,1166
"Massachusetts","MA","Dunstable",100,819,43.3563,1034,54.738,1889
"Massachusetts","MA","Brookfield",100,822,47.7907,853,49.593,1720
"Massachusetts","MA","Ashby",100,827,45.1913,961,52.5137,1830
"Massachusetts","MA","Shelburne",100,873,76.9841,226,19.9295,1134
"Massachusetts","MA","Ashfield",100,892,79.5718,187,16.6815,1121
"Massachusetts","MA","Brimfield",100,897,43.9275,1094,53.5749,2042
"Massachusetts","MA","Berlin",100,917,50.8597,830,46.0344,1803
"Massachusetts","MA","Conway",100,926,74.08,288,23.04,1250
"Massachusetts","MA","Stockbridge",100,944,78.1457,226,18.7086,1208
"Massachusetts","MA","West Brookfield",100,964,49.5375,950,48.8181,1946
"Massachusetts","MA","Leverett",100,987,80.9016,183,15,1220
"Massachusetts","MA","Halifax",100,997,32.0785,2065,66.4414,3108
"Massachusetts","MA","Shutesbury",100,1028,82.24,156,12.48,1250
"Massachusetts","MA","Truro",100,1041,70.9611,399,27.1984,1467
"Massachusetts","MA","North Brookfield",100,1050,44.3599,1271,53.6967,2367
"Massachusetts","MA","Wenham",100,1058,44.8495,1265,53.6244,2359
"Massachusetts","MA","Fitchburg",16.6667,1064,63.8655,554,33.2533,1666
"Massachusetts","MA","Princeton",100,1112,48.3058,1148,49.8697,2302
"Massachusetts","MA","Northfield",100,1115,68.531,473,29.0719,1627
"Massachusetts","MA","Paxton",100,1119,44.7242,1354,54.1167,2502
"Massachusetts","MA","Lanesborough",100,1144,71.6792,430,26.9424,1596
"Massachusetts","MA","Essex",100,1154,53.4754,962,44.5783,2158
"Massachusetts","MA","Hubbardston",100,1160,44.6154,1381,53.1154,2600
"Massachusetts","MA","Cheshire",100,1216,69.8449,493,28.3171,1741
"Massachusetts","MA","Warren",100,1219,52.931,1002,43.5085,2303
"Massachusetts","MA","Avon",100,1221,51.0025,1131,47.2431,2394
"Massachusetts","MA","Williamsburg",100,1239,76.3872,324,19.9753,1622
"Massachusetts","MA","Boylston",100,1284,47.9462,1341,50.0747,2678
"Massachusetts","MA","Hampden",100,1286,44.2685,1569,54.0103,2905
"Massachusetts","MA","Sheffield",100,1291,70.4694,503,27.4563,1832
"Massachusetts","MA","Barre",100,1343,50.0559,1279,47.6705,2683
"Massachusetts","MA","Rochester",100,1362,43.584,1704,54.528,3125
"Massachusetts","MA","Hatfield",100,1362,66.9287,638,31.3514,2035
"Massachusetts","MA","Sunderland",100,1363,73.2009,404,21.6971,1862
"Massachusetts","MA","Nahant",100,1371,59.7386,897,39.085,2295
"Massachusetts","MA","West Newbury",100,1383,49.9819,1347,48.6809,2767
"Massachusetts","MA","Sherborn",100,1430,53.9012,1179,44.4403,2653
"Massachusetts","MA","Chicopee",10,1451,67.8037,653,30.514,2140
"Massachusetts","MA","Mendon",100,1517,44.539,1840,54.0223,3406
"Massachusetts","MA","Dover",100,1531,42.8372,2004,56.0716,3574
"Massachusetts","MA","Bolton",100,1537,50.4596,1457,47.8332,3046
"Massachusetts","MA","Shirley",100,1553,49.6166,1482,47.3482,3130
"Massachusetts","MA","Wellfleet",100,1568,69.9376,619,27.6093,2242
"Massachusetts","MA","Berkley",100,1569,47.5887,1686,51.1374,3297
"Massachusetts","MA","West Tisbury",100,1571,79.5443,371,18.7848,1975
"Massachusetts","MA","Rowley",100,1596,44.5561,1935,54.0201,3582
"Massachusetts","MA","Ashburnham",100,1621,50.467,1529,47.6027,3212
"Massachusetts","MA","Hopedale",100,1698,51.7367,1527,46.5265,3282
"Massachusetts","MA","Edgartown",100,1699,66.3154,827,32.2795,2562
"Massachusetts","MA","Lancaster",100,1724,46.469,1914,51.5903,3710
"Massachusetts","MA","Marion",100,1725,53.4718,1456,45.1333,3226
"Massachusetts","MA","West Bridgewater",100,1734,43.8432,2169,54.842,3955
"Massachusetts","MA","Boxborough",100,1737,59.3238,1134,38.7295,2928
"Massachusetts","MA","Dighton",100,1743,48.043,1842,50.7718,3628
"Massachusetts","MA","Topsfield",100,1800,44.8878,2164,53.9651,4010
"Massachusetts","MA","Orange",100,1818,56.1978,1325,40.9583,3235
"Massachusetts","MA","Groveland",100,1824,45.9446,2080,52.3929,3970
"Massachusetts","MA","Merrimac",100,1844,51.7106,1657,46.4666,3566
"Massachusetts","MA","Tisbury",100,1845,74.2455,595,23.9437,2485
"Massachusetts","MA","Templeton",100,1857,49.166,1851,49.0071,3777
"Massachusetts","MA","Southampton",100,1861,53.2627,1584,45.3349,3494
"Massachusetts","MA","Granby",100,1862,53.4137,1570,45.0373,3486
"Massachusetts","MA","Manchester",100,1886,54.3046,1539,44.3133,3473
"Massachusetts","MA","Douglas",100,1894,42.0049,2542,56.3761,4509
"Massachusetts","MA","Middleton",100,1909,41.41,2651,57.5054,4610
"Massachusetts","MA","Westminster",100,1940,45.3695,2245,52.5023,4276
"Massachusetts","MA","Oak Bluffs",100,1955,70.2985,795,28.5868,2781
"Massachusetts","MA","Carlisle",100,1959,58.5125,1318,39.3668,3348
"Massachusetts","MA","Upton",100,1985,47.307,2132,50.8103,4196
"Massachusetts","MA","Ayer",100,2023,55.5159,1557,42.7278,3644
"Massachusetts","MA","Sterling",100,2029,42.4921,2667,55.8534,4775
"Massachusetts","MA","West Boylston",100,2029,48.6921,2083,49.988,4167
"Massachusetts","MA","Mattapoisett",100,2041,51.6317,1855,46.9264,3953
"Massachusetts","MA","Boxford",100,2049,39.8483,3032,58.9654,5142
"Massachusetts","MA","Southwick",100,2050,41.8282,2770,56.5191,4901
"Massachusetts","MA","Plainville",100,2068,47.0428,2269,51.6151,4396
"Massachusetts","MA","Rutland",100,2071,46.3207,2329,52.0913,4471
"Massachusetts","MA","Deerfield",100,2103,69.6819,839,27.7999,3018
"Massachusetts","MA","Hadley",100,2119,69.0003,886,28.8505,3071
"Massachusetts","MA","Provincetown",100,2121,89.1176,210,8.82353,2380
"Massachusetts","MA","Winchendon",100,2142,51.4904,1933,46.4663,4160
"Massachusetts","MA","Lee",100,2150,73.8324,713,24.4849,2912
"Massachusetts","MA","Hamilton",100,2163,48.6505,2204,49.5726,4446
"Massachusetts","MA","Harvard",100,2166,60.1166,1362,37.8018,3603
"Massachusetts","MA","Monson",100,2176,50.7108,2032,47.3549,4291
"Massachusetts","MA","Sutton",100,2181,40.7131,3087,57.6255,5357
"Massachusetts","MA","Eastham",100,2187,59.4617,1446,39.3148,3678
"Massachusetts","MA","Blackstone",100,2221,51.4716,2027,46.9757,4315
"Massachusetts","MA","Cohasset",100,2226,45.7742,2595,53.3621,4863
"Massachusetts","MA","Georgetown",100,2272,46.2258,2577,52.4313,4915
"Massachusetts","MA","Newbury",100,2272,51.2635,2100,47.3827,4432
"Massachusetts","MA","Salisbury",100,2278,53.2616,1938,45.3121,4277
"Massachusetts","MA","Chatham",100,2287,49.5665,2278,49.3715,4614
"Massachusetts","MA","Freetown",100,2301,49.6762,2241,48.3808,4632
"Massachusetts","MA","Lenox",100,2318,76.0249,675,22.1384,3049
"Massachusetts","MA","Stow",100,2348,55.1692,1831,43.0216,4256
"Massachusetts","MA","Ware",100,2390,56.2485,1783,41.9628,4249
"Massachusetts","MA","Lakeville",100,2411,41.684,3301,57.0712,5784
"Massachusetts","MA","Millis",100,2421,51.1191,2232,47.1284,4736
"Massachusetts","MA","Norfolk",100,2424,42.5412,3199,56.1425,5698
"Massachusetts","MA","Dalton",100,2433,71.8123,888,26.2102,3388
"Massachusetts","MA","Dudley",100,2466,48.6679,2544,50.2072,5067
"Massachusetts","MA","Orleans",100,2496,55.8764,1922,43.0266,4467
"Massachusetts","MA","Hanson",100,2512,45.1149,2999,53.8614,5568
"Massachusetts","MA","Sturbridge",100,2514,47.9314,2615,49.857,5245
"Massachusetts","MA","Athol",100,2525,53.5866,2070,43.9304,4712
"Massachusetts","MA","Lincoln",100,2558,69.8907,1055,28.8251,3660
"Massachusetts","MA","Spencer",25,2617,47.3237,2785,50.3617,5530
"Massachusetts","MA","Wrentham",100,2704,42.7307,3535,55.8628,6328
"Massachusetts","MA","Norwell",100,2714,42.0124,3684,57.0279,6460
"Massachusetts","MA","Leicester",100,2744,49.8275,2667,48.4293,5507
"Massachusetts","MA","Framingham",11.1111,2746,60.833,1708,37.8378,4514
"Massachusetts","MA","Lunenburg",100,2748,46.6158,3038,51.5352,5895
"Massachusetts","MA","Lynnfield",100,2773,38.1956,4419,60.8678,7260
"Massachusetts","MA","Tyngsborough",100,2837,45.0818,3361,53.4085,6293
"Massachusetts","MA","Carver",100,2870,47.4694,3107,51.3893,6046
"Massachusetts","MA","Charlton",100,2910,43.394,3660,54.578,6706
"Massachusetts","MA","Littleton",100,2915,54.162,2357,43.7941,5382
"Massachusetts","MA","Great Barrington",100,2916,81.2936,595,16.5877,3587
"Massachusetts","MA","Southborough",100,2935,50.5686,2782,47.9325,5804
"Massachusetts","MA","Rockport",100,2982,62.8583,1670,35.2024,4744
"Massachusetts","MA","Adams",100,3010,77.0807,818,20.9475,3905
"Massachusetts","MA","Williamstown",100,3012,80.9025,640,17.1904,3723
"Massachusetts","MA","Palmer",100,3020,53.5841,2482,44.0383,5636
"Massachusetts","MA","Acushnet",100,3021,57.1185,2183,41.2743,5289
"Massachusetts","MA","Holbrook",100,3024,55.0018,2402,43.6886,5498
"Massachusetts","MA","Oxford",100,3125,48.1213,3261,50.2156,6494
"Massachusetts","MA","Kingston",100,3176,45.5994,3724,53.4673,6965
"Massachusetts","MA","Groton",100,3201,52.3638,2806,45.9022,6113
"Massachusetts","MA","Montague",100,3213,76.2821,873,20.7265,4212
"Massachusetts","MA","Raynham",100,3217,46.1748,3657,52.4903,6967
"Massachusetts","MA","Uxbridge",100,3325,46.3027,3728,51.9148,7181
"Massachusetts","MA","East Bridgewater",100,3340,45.766,3867,52.9871,7298
"Massachusetts","MA","Weston",100,3390,51.2007,3159,47.7118,6621
"Massachusetts","MA","Northbridge",100,3408,44.8008,4072,53.5296,7607
"Massachusetts","MA","Millbury",100,3410,50.2653,3262,48.0837,6784
"Massachusetts","MA","Medfield",100,3448,46.5003,3864,52.1106,7415
"Massachusetts","MA","Webster",100,3476,51.8342,3111,46.3913,6706
"Massachusetts","MA","Clinton",100,3492,57.5858,2451,40.4189,6064
"Massachusetts","MA","Hull",100,3576,58.9321,2417,39.8319,6068
"Massachusetts","MA","Medway",100,3615,49.9862,3519,48.6587,7232
"Massachusetts","MA","Maynard",100,3635,62.8023,2023,34.9516,5788
"Massachusetts","MA","Whitman",100,3654,49.2254,3652,49.1984,7423
"Massachusetts","MA","Brewster",100,3669,56.2989,2748,42.1666,6517
"Massachusetts","MA","Wilbraham",100,3745,45.6429,4332,52.7971,8205
"Massachusetts","MA","Seekonk",100,3772,51.8916,3382,46.5263,7269
"Massachusetts","MA","Nantucket",100,3828,62.785,2185,35.8373,6097
"Massachusetts","MA","North Reading",100,3986,45.6012,4641,53.0946,8741
"Massachusetts","MA","East Longmeadow",100,4085,46.9324,4523,51.9646,8704
"Massachusetts","MA","Abington",100,4104,49.7817,4051,49.1388,8244
"Massachusetts","MA","Mashpee",100,4133,49.9155,4058,49.0097,8280
"Massachusetts","MA","Hopkinton",100,4197,48.4978,4334,50.0809,8654
"Massachusetts","MA","Southbridge",100,4256,64.4458,2291,34.6911,6604
"Massachusetts","MA","Bellingham",100,4256,77.1714,1119,20.2901,5515
"Massachusetts","MA","Westwood",100,4337,48.2318,4549,50.5894,8992
"Massachusetts","MA","Harwich",100,4376,54.0314,3607,44.5364,8099
"Massachusetts","MA","Northborough",100,4387,52.2635,3872,46.1282,8394
"Massachusetts","MA","Ipswich",100,4417,53.2489,3742,45.1115,8295
"Massachusetts","MA","North Adams",100,4427,77.5306,1144,20.035,5710
"Massachusetts","MA","Bedford",100,4436,58.1542,3046,39.9318,7628
"Massachusetts","MA","Norton",100,4454,49.2046,4449,49.1494,9052
"Massachusetts","MA","Auburn",100,4495,51.2076,4116,46.89,8778
"Massachusetts","MA","Swansea",100,4512,57.2444,3269,41.4742,7882
"Massachusetts","MA","Rockland",100,4526,52.3843,3989,46.169,8640
"Massachusetts","MA","Belchertown",100,4542,59.8656,2886,38.0388,7587
"Massachusetts","MA","Pembroke",100,4574,46.8696,5073,51.9828,9759
"Massachusetts","MA","Holliston",100,4621,55.8969,3502,42.3612,8267
"Massachusetts","MA","Gardner",100,4687,57.2144,3323,40.564,8192
"Massachusetts","MA","Bourne",100,4719,46.8294,5252,52.1187,10077
"Massachusetts","MA","Foxborough",100,4745,49.1048,4798,49.6533,9663
"Massachusetts","MA","Amesbury",100,4817,57.3726,3446,41.0434,8396
"Massachusetts","MA","Sudbury",83.3333,4837,57.8796,3428,41.0195,8357
"Massachusetts","MA","Longmeadow",100,4851,56.3153,3662,42.5122,8614
"Massachusetts","MA","Grafton",100,4853,51.3545,4427,46.8466,9450
"Massachusetts","MA","Dennis",100,4892,52.9151,4244,45.9059,9245
"Massachusetts","MA","Swampscott",100,4899,59.7002,3202,39.0202,8206
"Massachusetts","MA","Ashland",100,4954,58.2002,3407,40.0258,8512
"Massachusetts","MA","Westborough",100,4999,55.8423,3818,42.6497,8952
"Massachusetts","MA","Fairhaven",100,5019,60.7995,3082,37.3349,8255
"Massachusetts","MA","Holden",100,5055,48.1291,5294,50.4046,10503
"Massachusetts","MA","Westport",100,5074,59.0893,3372,39.2687,8587
"Massachusetts","MA","Wayland",100,5153,62.385,2975,36.0169,8260
"Massachusetts","MA","Middleborough",100,5192,45.5039,6029,52.8396,11410
"Massachusetts","MA","Winthrop",100,5211,58.5835,3575,40.1911,8895
"Massachusetts","MA","Ludlow",100,5233,54.1102,4295,44.4111,9671
"Massachusetts","MA","South Hadley",100,5362,61.2031,3252,37.1191,8761
"Massachusetts","MA","Scituate",100,5528,48.8296,5659,49.9868,11321
"Massachusetts","MA","Hudson",100,5642,56.3524,4183,41.7799,10012
"Massachusetts","MA","Easton",100,5690,47.4602,6162,51.3971,11989
"Massachusetts","MA","Bridgewater",100,5774,48.0366,6089,50.6572,12020
"Massachusetts","MA","Sandwich",100,5802,46.6661,6492,52.2159,12433
"Massachusetts","MA","Wilmington",100,5890,47.1615,6437,51.5414,12489
"Massachusetts","MA","Mansfield",100,5910,49.4643,5855,49.004,11948
"Massachusetts","MA","Wareham",100,6069,55.9046,4632,42.6676,10856
"Massachusetts","MA","Somerset",100,6091,61.4818,3674,37.0849,9907
"Massachusetts","MA","West Springfield",100,6170,53.5823,5169,44.8893,11515
"Massachusetts","MA","Greenfield",100,6175,74.0408,1891,22.6739,8340
"Massachusetts","MA","Easthampton",100,6281,69.7734,2463,27.3606,9002
"Massachusetts","MA","Walpole",100,6360,45.4805,7456,53.3181,13984
"Massachusetts","MA","Westford",100,6385,49.5115,6295,48.8136,12896
"Massachusetts","MA","Canton",100,6430,52.1958,5752,46.6921,12319
"Massachusetts","MA","Sharon",100,6558,63.4359,3659,35.3937,10338
"Massachusetts","MA","North Attleborough",100,6602,46.6671,7331,51.8202,14147
"Massachusetts","MA","Stoneham",100,6634,53.6384,5580,45.1164,12368
"Massachusetts","MA","Hingham",100,6750,47.8181,7231,51.2256,14116
"Massachusetts","MA","Chelsea",100,6760,80.7164,1510,18.0299,8375
"Massachusetts","MA","Newburyport",100,6784,61.6111,4059,36.8631,11011
"Massachusetts","MA","Marblehead",100,6824,55.1925,5422,43.8531,12364
"Massachusetts","MA","Dracut",100,6925,45.6343,8026,52.8896,15175
"Massachusetts","MA","Saugus",100,6957,50.9446,6557,48.0155,13656
"Massachusetts","MA","Burlington",100,6971,52.3427,6187,46.4559,13318
"Massachusetts","MA","North Andover",100,6991,46.2032,7992,52.8187,15131
"Massachusetts","MA","Winchester",100,7000,54.8289,5602,43.8787,12767
